시군구,구코드,행정구역명,행정동,법정동,법정동코드
중구,11020,소공동,소공동,의주로1가,11140169
중구,11020,소공동,소공동,충정로1가,11140170
중구,11020,신당동,신당동,신당동,11140162
중구,11020,신당동,신당동,흥인동,11140163
중구,11020,신당동,신당동,무학동,11140164
중구,11020,신당5동,신당제5동,신당동,11140162
중구,11020,약수동,약수동,신당동,11140162
중구,11020,을지로동,을지로동,을지로4가,11140150
중구,11020,을지로동,을지로동,을지로5가,11140151
중구,11020,을지로동,을지로동,주교동,11140152
중구,11020,을지로동,을지로동,방산동,11140153
중구,11020,을지로동,을지로동,을지로3가,11140155
중구,11020,을지로동,을지로동,입정동,11140156
중구,11020,을지로동,을지로동,산림동,11140157
중구,11020,을지로동,을지로동,초동,11140159
중구,11020,을지로동,을지로동,인현동1가,11140160
중구,11020,을지로동,을지로동,저동2가,11140161
중구,11020,장충동,장충동,묵정동,11140136
중구,11020,장충동,장충동,장충동1가,11140143
중구,11020,장충동,장충동,장충동2가,11140144
중구,11020,중구,중구,중구,11140000
중구,11020,중림동,중림동,중림동,11140171
중구,11020,중림동,중림동,의주로2가,11140172
중구,11020,중림동,중림동,만리동1가,11140173
중구,11020,중림동,중림동,만리동2가,11140174
중구,11020,청구동,청구동,신당동,11140162
중구,11020,필동,필동,충무로4가,11140132
중구,11020,필동,필동,충무로5가,11140133
중구,11020,필동,필동,묵정동,11140136
중구,11020,필동,필동,필동1가,11140137
중구,11020,필동,필동,필동2가,11140138
중구,11020,필동,필동,필동3가,11140139
중구,11020,필동,필동,남학동,11140140
중구,11020,필동,필동,주자동,11140141
중구,11020,필동,필동,예장동,11140142
중구,11020,필동,필동,장충동2가,11140144
중구,11020,필동,필동,충무로3가,11140158
중구,11020,황학동,황학동,황학동,11140165
중구,11020,회현동,회현동,남창동,11140112
중구,11020,회현동,회현동,남대문로3가,11140116
중구,11020,회현동,회현동,남대문로4가,11140117
중구,11020,회현동,회현동,남대문로5가,11140118
중구,11020,회현동,회현동,봉래동1가,11140119
중구,11020,회현동,회현동,봉래동2가,11140120
중구,11020,회현동,회현동,회현동1가,11140121
중구,11020,회현동,회현동,회현동2가,11140122
중구,11020,회현동,회현동,충무로1가,11140124
중구,11020,회현동,회현동,순화동,11140168
중랑구,11070,망우본동,망우본동,망우동,11260105
중랑구,11070,망우3동,망우제3동,망우동,11260105
중랑구,11070,면목2동,면목2동,면목동,11260101
중랑구,11070,면목3.8동,면목3.8동,면목동,11260101
중랑구,11070,면목4동,면목4동,면목동,11260101
중랑구,11070,면목5동,면목5동,면목동,11260101
중랑구,11070,면목7동,면목7동,면목동,11260101
중랑구,11070,면목본동,면목본동,면목동,11260101
중랑구,11070,묵1동,묵1동,묵동,11260104
중랑구,11070,묵2동,묵2동,묵동,11260104
중랑구,11070,상봉1동,상봉1동,상봉동,11260102
중랑구,11070,상봉2동,상봉2동,상봉동,11260102
중랑구,11070,신내1동,신내1동,신내동,11260106
중랑구,11070,신내2동,신내2동,신내동,11260106
중랑구,11070,중랑구,중랑구,중랑구,11260000
중랑구,11070,중화1동,중화1동,중화동,11260103
중랑구,11070,중화2동,중화2동,중화동,11260103
