기간	자치구	동	합계	합계	합계	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형
기간	자치구	동	합계	합계	합계	지체	지체	지체	뇌병변	뇌병변	뇌병변	시각	시각	시각	청각	청각	청각	언어	언어	언어	지적장애	지적장애	지적장애	자폐성	자폐성	자폐성	정신장애	정신장애	정신장애	신장장애	신장장애	신장장애	심장장애	심장장애	심장장애	호흡기	호흡기	호흡기	간	간	간	안면	안면	안면	장루요루	장루요루	장루요루	뇌전증	뇌전증	뇌전증
기간	자치구	동	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자
2018	동대문구	전농2동	891	495	396	450	243	207	93	51	42	79	45	34	120	69	51	8	8	-	54	32	22	7	6	1	28	11	17	39	23	16	2	1	1	1	-	1	4	2	2	-	-	-	3	3	-	3	1	2
2018	동대문구	답십리1동	1,045	582	463	488	259	229	114	61	53	119	76	43	136	76	60	8	5	3	52	34	18	12	11	1	47	26	21	33	15	18	6	5	1	7	5	2	10	5	5	3	1	2	5	2	3	5	1	4
2018	동대문구	답십리2동	1,408	817	591	690	380	310	128	75	53	151	93	58	190	109	81	10	9	1	78	51	27	16	14	2	53	26	27	54	34	20	6	4	2	13	8	5	10	8	2	-	-	-	8	6	2	1	-	1
2018	동대문구	장안1동	1,653	1,000	653	830	499	331	175	94	81	146	90	56	188	112	76	12	11	1	90	56	34	20	18	2	80	47	33	71	46	25	5	4	1	11	9	2	8	5	3	1	-	1	9	7	2	7	2	5
2018	동대문구	장안2동	1,266	760	506	629	365	264	149	90	59	102	67	35	137	77	60	10	8	2	85	54	31	12	9	3	46	29	17	55	32	23	2	2	-	11	11	-	14	8	6	1	1	-	9	4	5	4	3	1
2018	동대문구	이문1동	1,059	637	422	507	290	217	123	82	41	105	65	40	133	78	55	9	7	2	57	41	16	7	6	1	41	18	23	43	25	18	4	4	-	7	4	3	6	5	1	2	-	2	11	8	3	4	4	-
2018	동대문구	이문2동	1,030	585	445	517	290	227	111	58	53	102	63	39	128	65	63	6	6	-	62	37	25	9	7	2	43	23	20	28	17	11	3	1	2	2	2	-	8	7	1	2	2	-	7	7	-	2	-	2
2018	중랑구	소계	20,153	11,675	8,478	9,993	5,644	4,349	2,095	1,255	840	2,060	1,223	837	2,224	1,241	983	159	117	42	1,261	793	468	207	177	30	860	459	401	783	454	329	58	37	21	126	90	36	87	50	37	18	8	10	147	92	55	75	35	40
2018	중랑구	면목2동	1,280	746	534	665	375	290	110	71	39	125	72	53	144	86	58	10	5	5	86	54	32	16	14	2	49	27	22	49	26	23	2	1	1	9	7	2	7	4	3	-	-	-	7	4	3	1	-	1
2018	중랑구	면목4동	1,242	740	502	589	347	242	121	78	43	111	67	44	160	87	73	10	5	5	78	47	31	17	15	2	84	48	36	41	24	17	6	3	3	9	6	3	4	3	1	1	1	-	6	5	1	5	4	1
2018	중랑구	면목5동	517	323	194	255	150	105	51	34	17	50	35	15	59	33	26	5	5	-	28	19	9	4	3	1	34	22	12	15	10	5	-	-	-	4	4	-	1	1	-	1	1	-	7	5	2	3	1	2
2018	중랑구	면목7동	1,053	596	457	533	297	236	99	59	40	125	66	59	128	81	47	12	10	2	57	29	28	11	11	-	40	18	22	27	14	13	2	1	1	1	1	-	5	3	2	-	-	-	10	6	4	3	-	3
2018	중랑구	상봉1동	1,403	806	597	651	380	271	149	91	58	148	85	63	131	63	68	7	5	2	124	64	60	16	16	-	68	38	30	72	42	30	5	2	3	16	11	5	3	2	1	-	-	-	7	6	1	6	1	5
2018	중랑구	상봉2동	824	471	353	408	211	197	82	52	30	106	66	40	95	55	40	6	4	2	37	27	10	9	5	4	25	18	7	36	23	13	-	-	-	7	6	1	5	2	3	-	-	-	4	2	2	4	-	4
2018	중랑구	중화1동	865	518	347	443	248	195	83	52	31	78	50	28	98	61	37	5	4	1	60	43	17	7	6	1	31	15	16	39	24	15	5	3	2	9	5	4	-	-	-	-	-	-	3	3	-	4	4	-
2018	중랑구	중화2동	1,596	929	667	796	447	349	158	101	57	175	100	75	181	103	78	8	7	1	88	57	31	12	8	4	71	42	29	72	45	27	4	4	-	6	3	3	5	3	2	2	-	2	15	7	8	3	2	1
2018	중랑구	묵1동	1,427	827	600	711	405	306	145	87	58	149	89	60	164	89	75	10	9	1	92	62	30	15	11	4	48	21	27	47	27	20	4	3	1	6	4	2	12	6	6	-	-	-	15	8	7	9	6	3
2018	중랑구	묵2동	903	528	375	423	259	164	96	53	43	90	59	31	110	46	64	5	3	2	64	37	27	13	13	-	34	13	21	43	28	15	2	1	1	6	5	1	6	5	1	2	-	2	6	4	2	3	2	1
2018	중랑구	망우3동	966	562	404	474	285	189	90	58	32	102	66	36	116	61	55	5	4	1	63	31	32	9	7	2	47	22	25	33	19	14	2	2	-	3	1	2	6	2	4	3	1	2	10	3	7	3	-	3
2018	중랑구	신내1동	1,909	1,045	864	940	500	440	244	132	112	187	99	88	205	112	93	16	13	3	121	82	39	17	14	3	53	24	29	81	39	42	4	1	3	12	10	2	10	5	5	3	2	1	11	9	2	5	3	2
2018	중랑구	신내2동	1,447	793	654	687	375	312	174	93	81	132	66	66	127	63	64	15	7	8	103	74	29	20	17	3	92	43	49	62	38	24	6	3	3	11	6	5	6	4	2	2	-	2	5	3	2	5	1	4
2018	중랑구	면목본동	1,730	1,005	725	910	510	400	172	102	70	186	111	75	173	106	67	18	15	3	97	66	31	13	12	1	73	32	41	44	22	22	1	1	-	12	9	3	3	3	-	1	1	-	20	11	9	7	4	3
2018	중랑구	면목3.8동	1,259	757	502	640	372	268	122	79	43	131	80	51	139	82	57	15	13	2	67	42	25	10	9	1	52	32	20	58	33	25	3	2	1	8	5	3	1	1	-	2	1	1	7	6	1	4	-	4
2018	중랑구	망우본동	1,732	1,029	703	868	483	385	199	113	86	165	112	53	194	113	81	12	8	4	96	59	37	18	16	2	59	44	15	64	40	24	12	10	2	7	7	-	13	6	7	1	1	-	14	10	4	10	7	3
2018	성북구	소계	17,415	9,913	7,502	8,178	4,471	3,707	1,905	1,099	806	1,897	1,119	778	2,244	1,255	989	155	113	42	1,022	630	392	197	171	26	634	331	303	774	449	325	29	22	7	89	72	17	123	83	40	17	10	7	108	67	41	43	21	22
2018	성북구	돈암1동	627	335	292	296	137	159	68	40	28	69	42	27	98	61	37	3	1	2	21	13	8	11	8	3	20	10	10	24	12	12	-	-	-	3	1	2	7	5	2	-	-	-	6	5	1	1	-	1
2018	성북구	돈암2동	724	414	310	305	163	142	89	41	48	80	54	26	115	66	49	3	2	1	32	22	10	18	16	2	24	15	9	39	23	16	3	2	1	2	2	-	5	3	2	-	-	-	9	5	4	-	-	-
2018	성북구	안암동	575	334	241	243	131	112	76	48	28	63	37	26	54	24	30	10	9	1	61	38	23	11	10	1	18	11	7	26	16	10	1	1	-	3	2	1	2	2	-	2	1	1	3	2	1	2	2	-
2018	성북구	보문동	621	342	279	296	142	154	73	44	29	65	39	26	73	46	27	6	6	-	31	21	10	5	4	1	29	16	13	28	14	14	-	-	-	3	2	1	4	3	1	-	-	-	5	3	2	3	2	1
2018	성북구	정릉1동	658	358	300	320	172	148	61	30	31	72	38	34	89	44	45	4	3	1	36	25	11	8	7	1	26	12	14	26	15	11	-	-	-	1	-	1	10	9	1	-	-	-	5	3	2	-	-	-
2018	성북구	정릉2동	973	545	428	469	253	216	112	69	43	91	50	41	116	67	49	10	6	4	53	27	26	12	11	1	39	21	18	45	25	20	1	1	-	7	5	2	6	5	1	1	1	-	8	3	5	3	1	2
2018	성북구	정릉3동	758	433	325	372	191	181	81	47	34	81	53	28	97	54	43	3	2	1	47	33	14	6	4	2	28	20	8	30	19	11	2	2	-	3	2	1	3	3	-	-	-	-	2	2	-	3	1	2
2018	성북구	정릉4동	1,062	612	450	507	285	222	122	76	46	107	62	45	120	75	45	11	10	1	58	31	27	9	7	2	41	19	22	54	26	28	2	2	-	6	5	1	16	9	7	-	-	-	3	2	1	6	3	3
2018	성북구	길음1동	1,064	588	476	473	242	231	122	68	54	122	69	53	141	82	59	11	5	6	70	51	19	20	18	2	31	13	18	49	22	27	-	-	-	7	6	1	9	7	2	1	1	-	6	4	2	2	-	2
2018	성북구	길음2동	443	250	193	214	115	99	47	29	18	46	27	19	60	35	25	2	1	1	24	15	9	2	2	-	15	6	9	24	12	12	-	-	-	3	3	-	3	3	-	1	1	-	2	1	1	-	-	-
2018	성북구	월곡1동	1,180	679	501	543	296	247	136	78	58	121	69	52	153	94	59	14	12	2	69	40	29	12	11	1	47	27	20	54	37	17	-	-	-	6	5	1	12	6	6	4	2	2	6	2	4	3	-	3
2018	성북구	월곡2동	935	542	393	495	289	206	100	48	52	93	56	37	98	60	38	7	3	4	46	31	15	6	4	2	37	14	23	30	20	10	1	1	-	4	4	-	7	4	3	1	1	-	8	5	3	2	2	-
2018	성북구	장위1동	1,064	591	473	506	280	226	103	63	40	117	66	51	134	67	67	8	7	1	80	45	35	6	6	-	50	21	29	41	26	15	2	2	-	4	4	-	5	2	3	1	-	1	5	2	3	2	-	2
2018	성북구	장위2동	752	441	311	353	193	160	75	46	29	65	45	20	102	51	51	7	7	-	55	39	16	4	4	-	36	24	12	39	22	17	3	3	-	3	2	1	2	-	2	1	-	1	7	5	2	-	-	-
2018	성북구	장위3동	580	355	225	277	165	112	67	36	31	56	35	21	74	53	21	8	5	3	31	13	18	4	3	1	18	10	8	29	21	8	-	-	-	2	2	-	4	3	1	-	-	-	7	6	1	3	3	-
2018	성북구	성북동	587	340	247	250	143	107	60	31	29	88	57	31	80	39	41	6	5	1	43	28	15	11	7	4	13	7	6	21	10	11	-	-	-	5	4	1	6	6	-	-	-	-	2	1	1	2	2	-
2018	성북구	삼선동	965	552	413	441	248	193	118	78	40	110	56	54	116	61	55	8	7	1	60	36	24	11	11	-	41	19	22	40	21	19	2	1	1	9	8	1	4	4	-	1	1	-	3	1	2	1	-	1
2018	성북구	동선동	575	340	235	254	143	111	49	31	18	101	55	46	72	40	32	3	3	-	29	23	6	7	7	-	21	12	9	26	18	8	2	1	1	4	3	1	2	1	1	2	1	1	3	2	1	-	-	-
2018	성북구	종암동	1,607	897	710	745	414	331	168	95	73	155	84	71	252	124	128	16	11	5	86	51	35	26	23	3	52	29	23	72	46	26	9	5	4	7	6	1	6	3	3	1	-	1	6	3	3	6	3	3
2018	성북구	석관동	1,665	965	700	819	469	350	178	101	77	195	125	70	200	112	88	15	8	7	90	48	42	8	8	-	48	25	23	77	44	33	1	1	-	7	6	1	10	5	5	1	1	-	12	10	2	4	2	2
2018	강북구	소계	17,522	9,956	7,566	8,100	4,499	3,601	1,803	1,110	693	2,034	1,151	883	2,307	1,265	1,042	144	100	44	1,168	686	482	142	124	18	725	364	361	688	384	304	37	20	17	94	72	22	87	55	32	11	7	4	132	90	42	50	29	21
2018	강북구	번1동	973	585	388	468	283	185	103	62	41	122	71	51	127	79	48	6	5	1	51	28	23	3	3	-	40	18	22	38	24	14	1	1	-	6	5	1	1	1	-	1	1	-	5	3	2	1	1	-
2018	강북구	번2동	1,369	752	617	605	324	281	151	96	55	138	78	60	173	81	92	15	10	5	101	58	43	16	14	2	71	35	36	58	32	26	5	2	3	11	10	1	5	2	3	1	-	1	16	9	7	3	1	2
2018	강북구	번3동	2,019	1,133	886	919	498	421	227	142	85	200	120	80	222	119	103	11	6	5	151	81	70	8	7	1	141	76	65	90	55	35	5	2	3	18	11	7	11	6	5	-	-	-	8	7	1	8	3	5
2018	강북구	수유1동	1,281	782	499	536	305	231	123	85	38	206	127	79	169	105	64	11	9	2	113	76	37	10	8	2	41	23	18	43	27	16	2	2	-	6	5	1	7	2	5	1	1	-	9	5	4	4	2	2
2018	강북구	수유2동	1,112	608	504	502	258	244	105	68	37	134	69	65	148	80	68	8	6	2	76	47	29	18	18	-	39	13	26	56	32	24	5	2	3	4	3	1	8	5	3	1	1	-	6	4	2	2	2	-
2018	강북구	수유3동	1,100	629	471	514	291	223	106	69	37	131	73	58	144	71	73	7	5	2	74	44	30	14	11	3	47	24	23	41	28	13	3	1	2	4	3	1	1	-	1	-	-	-	8	4	4	6	5	1
2018	강북구	삼양동	1,419	812	607	655	365	290	129	81	48	182	109	73	194	102	92	16	10	6	103	66	37	12	9	3	44	23	21	46	24	22	1	-	1	8	5	3	14	9	5	-	-	-	10	8	2	5	1	4
2018	강북구	미아동	1,180	682	498	526	294	232	116	68	48	138	81	57	205	121	84	10	4	6	56	38	18	7	7	-	43	24	19	42	22	20	4	3	1	4	3	1	9	7	2	3	2	1	13	6	7	4	2	2
2018	강북구	송중동	1,399	822	577	688	386	302	112	75	37	166	89	77	213	139	74	12	10	2	79	42	37	6	6	-	46	27	19	53	30	23	2	1	1	5	3	2	4	3	1	-	-	-	9	7	2	4	4	-
2018	강북구	송천동	1,564	880	684	743	416	327	154	96	58	171	93	78	221	120	101	15	11	4	88	49	39	9	8	1	64	29	35	63	29	34	3	3	-	7	6	1	6	4	2	1	-	1	16	13	3	3	3	-
2018	강북구	삼각산동	1,269	690	579	630	345	285	127	64	63	147	81	66	149	73	76	9	6	3	73	44	29	17	14	3	39	17	22	47	25	22	-	-	-	8	6	2	8	4	4	1	-	1	10	8	2	4	3	1
2018	강북구	우이동	1,043	582	461	494	262	232	134	79	55	105	58	47	114	61	53	8	4	4	70	44	26	8	8	-	40	22	18	45	26	19	4	1	3	6	5	1	4	3	1	-	-	-	9	8	1	2	1	1
2018	강북구	인수동	1,794	999	795	820	472	348	216	125	91	194	102	92	228	114	114	16	14	2	133	69	64	14	11	3	70	33	37	66	30	36	2	2	-	7	7	-	9	9	-	2	2	-	13	8	5	4	1	3
2018	도봉구	소계	15,373	8,952	6,421	7,039	3,993	3,046	1,754	1,030	724	1,618	987	631	2,032	1,133	899	98	72	26	1,061	662	399	176	149	27	603	324	279	618	360	258	34	25	9	72	53	19	86	54	32	16	9	7	130	77	53	36	24	12
2018	도봉구	쌍문1동	1,096	625	471	498	272	226	117	65	52	128	83	45	143	80	63	9	3	6	70	44	26	14	13	1	45	24	21	39	18	21	5	4	1	4	3	1	9	5	4	1	-	1	14	11	3	-	-	-
2018	도봉구	쌍문2동	947	560	387	418	247	171	113	65	48	108	64	44	131	76	55	6	5	1	67	42	25	14	12	2	37	23	14	31	15	16	1	1	-	6	3	3	3	2	1	1	-	1	9	4	5	2	1	1
2018	도봉구	쌍문3동	814	459	355	378	204	174	67	40	27	83	51	32	122	71	51	5	5	-	59	27	32	8	7	1	32	15	17	40	25	15	2	2	-	4	4	-	4	3	1	2	1	1	6	3	3	2	1	1
2018	도봉구	쌍문4동	704	376	328	319	160	159	72	40	32	67	42	25	98	40	58	5	2	3	54	32	22	17	16	1	16	5	11	37	25	12	2	2	-	1	-	1	8	8	-	-	-	-	5	2	3	3	2	1
2018	도봉구	방학1동	1,449	890	559	683	414	269	168	100	68	137	91	46	193	115	78	8	7	1	99	60	39	14	12	2	56	31	25	57	34	23	3	3	-	9	8	1	6	3	3	-	-	-	12	9	3	4	3	1
2018	도봉구	방학2동	1,234	721	513	564	339	225	135	82	53	142	86	56	141	73	68	11	7	4	86	49	37	8	5	3	70	30	40	49	30	19	1	-	1	5	4	1	4	3	1	3	2	1	9	6	3	6	5	1
2018	도봉구	방학3동	1,010	584	426	472	257	215	142	83	59	94	62	32	126	69	57	8	5	3	67	50	17	9	9	-	32	15	17	43	23	20	1	1	-	4	3	1	6	4	2	1	-	1	4	3	1	1	-	1
2018	도봉구	창1동	1,046	593	453	465	248	217	136	80	56	112	65	47	152	82	70	6	4	2	56	36	20	15	12	3	42	27	15	41	26	15	4	3	1	1	-	1	6	3	3	-	-	-	8	5	3	2	2	-
2018	도봉구	창2동	1,314	763	551	634	365	269	144	93	51	149	78	71	172	92	80	11	10	1	74	42	32	8	6	2	40	28	12	52	31	21	1	1	-	7	6	1	7	4	3	-	-	-	11	4	7	4	3	1
2018	도봉구	창3동	793	491	302	371	217	154	102	60	42	82	58	24	82	55	27	4	3	1	60	41	19	12	10	2	32	19	13	28	16	12	4	3	1	4	3	1	3	-	3	-	-	-	5	4	1	4	2	2
2018	도봉구	창4동	1,000	553	447	452	247	205	119	57	62	98	56	42	138	79	59	3	2	1	63	40	23	13	11	2	30	15	15	53	31	22	1	-	1	9	5	4	7	4	3	1	-	1	11	4	7	2	2	-
2018	도봉구	창5동	1,002	590	412	454	256	198	119	77	42	103	59	44	149	81	68	5	5	-	64	40	24	13	12	1	37	23	14	34	22	12	2	1	1	6	4	2	6	5	1	2	2	-	7	3	4	1	-	1
2018	도봉구	도봉1동	1,477	872	605	621	361	260	142	91	51	155	88	67	198	120	78	8	6	2	158	101	57	16	11	5	89	44	45	59	32	27	5	3	2	4	2	2	7	4	3	4	3	1	9	5	4	2	1	1
2018	도봉구	도봉2동	1,487	875	612	710	406	304	178	97	81	160	104	56	187	100	87	9	8	1	84	58	26	15	13	2	45	25	20	55	32	23	2	1	1	8	8	-	10	6	4	1	1	-	20	14	6	3	2	1
2018	노원구	소계	27,396	15,057	12,339	12,426	6,714	5,712	2,983	1,677	1,306	2,778	1,546	1,232	3,224	1,650	1,574	219	148	71	2,183	1,293	890	346	287	59	1,495	716	779	1,052	610	442	106	66	40	150	102	48	104	76	28	34	19	15	179	100	79	117	53	64
2018	노원구	월계1동	1,056	626	430	494	265	229	104	67	37	88	49	39	163	102	61	10	8	2	75	54	21	12	11	1	33	15	18	47	32	15	5	3	2	-	-	-	7	6	1	1	1	-	11	8	3	6	5	1
2018	노원구	월계2동	2,298	1,281	1,017	1,026	566	460	236	136	100	197	107	90	267	134	133	16	10	6	187	119	68	26	19	7	197	102	95	88	53	35	10	8	2	15	12	3	6	4	2	4	2	2	12	4	8	11	5	6
2018	노원구	월계3동	1,958	1,046	912	901	485	416	192	107	85	203	113	90	240	112	128	19	12	7	144	93	51	16	16	-	114	43	71	77	41	36	7	2	5	12	4	8	8	6	2	1	1	-	13	8	5	11	3	8
2018	노원구	공릉2동	1,353	758	595	677	372	305	144	82	62	150	85	65	143	80	63	9	6	3	86	50	36	21	19	2	42	14	28	46	31	15	6	3	3	4	1	3	6	4	2	2	1	1	12	8	4	5	2	3
2018	노원구	하계1동	2,117	1,098	1,019	878	445	433	220	115	105	196	111	85	225	93	132	10	6	4	278	156	122	31	25	6	173	87	86	71	40	31	6	4	2	14	9	5	2	1	1	3	2	1	4	1	3	6	3	3
2018	노원구	하계2동	998	534	464	425	224	201	121	65	56	113	59	54	117	49	68	14	13	1	81	45	36	22	17	5	43	23	20	42	25	17	2	1	1	7	3	4	3	2	1	-	-	-	6	6	-	2	2	-
2018	노원구	중계본동	881	486	395	430	245	185	102	55	47	68	30	38	96	46	50	8	6	2	81	42	39	20	16	4	19	11	8	31	17	14	4	2	2	3	3	-	10	9	1	1	-	1	4	3	1	4	1	3
2018	노원구	중계1동	778	427	351	378	197	181	72	42	30	77	50	27	93	50	43	7	2	5	49	30	19	20	14	6	29	11	18	27	15	12	4	2	2	11	7	4	8	6	2	-	-	-	2	1	1	1	-	1
2018	노원구	중계4동	1,554	845	709	669	358	311	168	112	56	155	69	86	195	96	99	13	9	4	115	68	47	10	10	-	140	75	65	54	31	23	3	1	2	9	7	2	2	1	1	1	-	1	10	4	6	10	4	6
2018	노원구	상계1동	1,874	1,031	843	819	442	377	221	124	97	234	145	89	197	98	99	15	13	2	166	79	87	25	21	4	69	33	36	80	47	33	5	4	1	11	8	3	14	8	6	1	1	-	14	7	7	3	1	2
2018	노원구	상계2동	906	533	373	399	231	168	104	58	46	88	51	37	119	72	47	9	8	1	76	53	23	11	10	1	37	16	21	40	21	19	5	3	2	4	4	-	2	2	-	-	-	-	6	2	4	6	2	4
2018	노원구	상계5동	1,312	730	582	616	316	300	157	95	62	142	87	55	152	84	68	8	6	2	90	59	31	16	12	4	56	25	31	43	27	16	5	4	1	6	5	1	6	6	-	-	-	-	9	1	8	6	3	3
2018	노원구	상계8동	708	385	323	339	178	161	75	36	39	92	54	38	84	47	37	6	6	-	38	24	14	14	10	4	28	13	15	19	11	8	4	1	3	1	-	1	-	-	-	1	-	1	4	2	2	3	3	-
2018	노원구	상계9동	753	415	338	326	176	150	96	47	49	75	44	31	102	60	42	3	2	1	56	38	18	10	8	2	31	10	21	33	15	18	5	5	-	3	2	1	5	3	2	3	2	1	4	3	1	1	-	1
2018	노원구	상계10동	516	283	233	220	116	104	61	32	29	50	24	26	71	33	38	7	5	2	42	27	15	10	9	1	20	14	6	24	14	10	-	-	-	-	-	-	4	4	-	1	-	1	3	3	-	3	2	1
2018	노원구	상계3.4동	1,587	887	700	731	408	323	199	120	79	167	89	78	193	104	89	7	3	4	108	64	44	11	10	1	69	34	35	60	33	27	9	5	4	8	3	5	6	3	3	2	1	1	10	7	3	7	3	4
2018	노원구	상계6.7동	1,273	693	580	596	325	271	136	65	71	140	80	60	147	76	71	9	5	4	95	55	40	18	14	4	39	20	19	56	34	22	4	2	2	6	5	1	6	4	2	2	-	2	15	6	9	4	2	2
2018	노원구	중계2.3동	3,240	1,743	1,497	1,432	762	670	372	209	163	328	171	157	362	183	179	30	17	13	266	154	112	30	26	4	234	114	120	111	63	48	13	9	4	21	15	6	3	2	1	6	4	2	20	11	9	12	3	9
2018	노원구	공릉1동	2,234	1,256	978	1,070	603	467	203	110	93	215	128	87	258	131	127	19	11	8	150	83	67	23	20	3	122	56	66	103	60	43	9	7	2	15	14	1	6	5	1	5	4	1	20	15	5	16	9	7
2018	은평구	소계	21,531	12,631	8,900	9,280	5,134	4,146	2,234	1,367	867	2,354	1,436	918	2,959	1,615	1,344	179	133	46	1,736	1,149	587	290	251	39	1,125	703	422	806	479	327	48	26	22	136	98	38	132	94	38	25	15	10	165	96	69	62	35	27
2018	은평구	녹번동	1,528	889	639	702	384	318	157	90	67	169	116	53	234	122	112	20	12	8	87	62	25	16	13	3	47	26	21	60	39	21	1	-	1	4	2	2	11	8	3	2	2	-	15	11	4	3	2	1
2018	은평구	불광1동	1,682	934	748	706	372	334	179	105	74	218	126	92	259	145	114	14	10	4	93	52	41	19	18	1	77	39	38	73	43	30	3	3	-	10	8	2	14	6	8	1	1	-	14	5	9	2	1	1
2018	은평구	갈현1동	1,115	639	476	483	274	209	113	71	42	128	80	48	147	79	68	8	5	3	76	44	32	9	8	1	74	36	38	52	23	29	2	1	1	7	5	2	5	5	-	1	1	-	9	6	3	1	1	-
2018	은평구	갈현2동	1,208	709	499	551	311	240	110	63	47	138	92	46	160	95	65	13	12	1	89	56	33	14	12	2	51	21	30	56	29	27	3	1	2	6	6	-	8	6	2	-	-	-	7	4	3	2	1	1
2018	은평구	구산동	2,301	1,640	661	713	431	282	256	196	60	155	101	54	226	130	96	14	10	4	431	335	96	31	28	3	332	303	29	66	48	18	3	1	2	38	29	9	6	5	1	1	1	-	22	17	5	7	5	2
2018	은평구	대조동	1,439	815	624	649	347	302	150	89	61	163	95	68	207	117	90	14	13	1	85	55	30	12	11	1	70	36	34	59	33	26	-	-	-	6	4	2	8	7	1	1	1	-	10	5	5	5	2	3
2018	은평구	응암1동	1,155	633	522	512	275	237	124	80	44	135	79	56	185	90	95	5	4	1	63	33	30	13	12	1	51	28	23	42	17	25	3	2	1	3	3	-	8	4	4	1	-	1	8	5	3	2	1	1
2018	은평구	응암2동	760	450	310	336	195	141	81	48	33	91	53	38	98	53	45	8	7	1	48	31	17	18	15	3	32	20	12	26	15	11	1	-	1	6	4	2	3	2	1	1	-	1	8	4	4	3	3	-
2018	은평구	신사1동	1,217	722	495	554	319	235	116	69	47	143	82	61	163	93	70	12	8	4	108	73	35	11	6	5	47	28	19	28	24	4	2	2	-	5	2	3	9	7	2	4	2	2	11	6	5	4	1	3
2018	은평구	신사2동	977	571	406	460	261	199	84	47	37	101	64	37	125	70	55	5	4	1	81	46	35	16	14	2	33	16	17	45	31	14	2	1	1	6	5	1	6	5	1	-	-	-	9	4	5	4	3	1
2018	은평구	증산동	711	413	298	321	171	150	72	44	28	76	51	25	90	53	37	4	3	1	47	30	17	11	10	1	28	13	15	37	21	16	1	1	-	4	3	1	9	7	2	2	-	2	7	5	2	2	1	1
2018	은평구	수색동	594	341	253	263	142	121	57	29	28	73	43	30	76	44	32	5	5	-	46	32	14	10	9	1	26	12	14	19	13	6	3	-	3	4	2	2	6	5	1	1	1	-	4	3	1	1	1	-
2018	은평구	진관동	1,906	1,070	836	854	457	397	237	151	86	208	116	92	277	137	140	13	10	3	104	66	38	48	40	8	49	25	24	62	34	28	8	4	4	6	4	2	21	16	5	2	-	2	12	8	4	5	2	3
2018	은평구	불광2동	1,492	864	628	642	365	277	137	79	58	193	118	75	232	126	106	14	10	4	115	72	43	22	21	1	54	23	31	46	28	18	5	3	2	5	4	1	7	5	2	2	1	1	7	2	5	11	7	4
2018	은평구	응암3동	1,336	774	562	584	325	259	136	78	58	143	85	58	201	114	87	13	8	5	89	62	27	14	11	3	62	33	29	56	39	17	6	3	3	10	7	3	5	2	3	3	2	1	9	4	5	5	1	4
2018	은평구	역촌동	2,110	1,167	943	950	505	445	225	128	97	220	135	85	279	147	132	17	12	5	174	100	74	26	23	3	92	44	48	79	42	37	5	4	1	16	10	6	6	4	2	3	3	-	13	7	6	5	3	2
2018	서대문구	소계	12,610	7,028	5,582	5,664	3,022	2,642	1,443	821	622	1,344	799	545	1,692	888	804	117	83	34	791	501	290	141	124	17	525	273	252	577	320	257	30	20	10	53	37	16	87	59	28	9	6	3	103	55	48	34	20	14
2018	서대문구	천연동	776	424	352	344	173	171	80	50	30	86	49	37	100	53	47	4	3	1	47	28	19	10	8	2	43	19	24	37	23	14	4	3	1	6	5	1	6	4	2	-	-	-	7	4	3	2	2	-
2018	서대문구	홍제1동	865	470	395	382	198	184	94	49	45	89	53	36	129	69	60	7	4	3	64	36	28	16	13	3	26	14	12	41	21	20	-	-	-	2	1	1	9	7	2	1	1	-	3	2	1	2	2	-
2018	서대문구	홍제3동	825	461	364	384	198	186	90	53	37	94	59	35	119	64	55	10	4	6	44	32	12	4	3	1	29	15	14	32	20	12	5	4	1	4	2	2	3	2	1	-	-	-	6	4	2	1	1	-
2018	서대문구	홍제2동	648	351	297	275	134	141	92	56	36	81	42	39	91	50	41	13	10	3	30	20	10	7	7	-	16	8	8	27	14	13	1	1	-	4	3	1	6	4	2	-	-	-	4	2	2	1	-	1
2018	서대문구	홍은1동	1,099	594	505	527	277	250	111	59	52	111	60	51	147	78	69	11	8	3	63	38	25	13	12	1	40	22	18	48	22	26	-	-	-	5	4	1	7	3	4	1	-	1	10	6	4	5	5	-
2018	서대문구	홍은2동	1,298	745	553	576	306	270	147	89	58	138	88	50	147	79	68	8	6	2	94	60	34	17	15	2	69	46	23	70	39	31	2	1	1	4	3	1	9	5	4	2	1	1	13	6	7	2	1	1
2018	서대문구	남가좌1동	537	294	243	259	134	125	72	40	32	56	38	18	58	26	32	4	3	1	30	17	13	6	5	1	20	11	9	21	15	6	-	-	-	2	1	1	3	2	1	-	-	-	4	2	2	2	-	2
2018	서대문구	남가좌2동	1,060	569	491	471	242	229	120	58	62	99	66	33	151	74	77	14	8	6	63	42	21	8	8	-	65	29	36	38	23	15	3	2	1	6	4	2	9	7	2	-	-	-	7	4	3	6	2	4
