기간	자치구	동	합계	합계	합계	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형
기간	자치구	동	합계	합계	합계	지체	지체	지체	뇌병변	뇌병변	뇌병변	시각	시각	시각	청각	청각	청각	언어	언어	언어	지적장애	지적장애	지적장애	자폐성	자폐성	자폐성	정신장애	정신장애	정신장애	신장장애	신장장애	신장장애	심장장애	심장장애	심장장애	호흡기	호흡기	호흡기	간	간	간	안면	안면	안면	장루요루	장루요루	장루요루	뇌전증	뇌전증	뇌전증
기간	자치구	동	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자
2018	서대문구	북가좌1동	709	402	307	310	167	143	91	50	41	74	48	26	98	54	44	8	4	4	53	30	23	9	8	1	21	11	10	28	20	8	2	2	-	3	2	1	6	4	2	1	1	-	4	1	3	1	-	1
2018	서대문구	북가좌2동	1,583	893	690	753	422	331	157	88	69	162	95	67	208	108	100	13	10	3	99	68	31	13	11	2	68	26	42	82	48	34	3	1	2	2	2	-	3	2	1	2	1	1	16	10	6	2	1	1
2018	서대문구	충현동	725	436	289	298	189	109	81	49	32	94	56	38	106	46	60	7	6	1	47	33	14	7	7	-	33	20	13	32	17	15	3	2	1	3	3	-	7	4	3	-	-	-	4	2	2	3	2	1
2018	서대문구	북아현동	626	351	275	292	156	136	72	42	30	65	41	24	91	52	39	6	6	-	30	20	10	10	9	1	16	4	12	27	12	15	4	3	1	4	2	2	6	4	2	-	-	-	2	-	2	1	-	1
2018	서대문구	신촌동	482	264	218	192	103	89	67	42	25	52	27	25	73	39	34	1	1	-	30	18	12	8	6	2	17	10	7	28	11	17	1	1	-	2	1	1	1	1	-	-	-	-	8	3	5	2	1	1
2018	서대문구	연희동	1,377	774	603	601	323	278	169	96	73	143	77	66	174	96	78	11	10	1	97	59	38	13	12	1	62	38	24	66	35	31	2	-	2	6	4	2	12	10	2	2	2	-	15	9	6	4	3	1
2018	마포구	소계	13,219	7,489	5,730	5,957	3,266	2,691	1,473	840	633	1,493	885	608	1,707	928	779	116	84	32	860	517	343	186	155	31	501	251	250	605	354	251	36	20	16	48	35	13	83	58	25	12	7	5	101	63	38	41	26	15
2018	마포구	용강동	622	361	261	295	158	137	64	41	23	72	47	25	68	35	33	10	9	1	40	26	14	8	7	1	19	13	6	25	13	12	2	-	2	4	3	1	4	4	-	1	-	1	8	4	4	2	1	1
2018	마포구	대흥동	431	247	184	190	95	95	50	32	18	45	30	15	57	35	22	2	2	-	28	16	12	7	7	-	18	10	8	25	15	10	1	-	1	1	1	-	-	-	-	-	-	-	5	2	3	2	2	-
2018	마포구	염리동	455	253	202	198	108	90	57	35	22	61	31	30	55	27	28	3	2	1	27	17	10	4	4	-	20	11	9	19	11	8	2	2	-	1	1	-	3	2	1	-	-	-	3	1	2	2	1	1
2018	마포구	신수동	683	392	291	314	171	143	73	46	27	72	41	31	94	53	41	7	5	2	50	33	17	7	5	2	20	10	10	31	17	14	1	1	-	1	-	1	2	2	-	1	1	-	6	4	2	4	3	1
2018	마포구	서교동	685	414	271	323	187	136	56	36	20	90	57	33	98	52	46	7	5	2	44	31	13	9	7	2	14	9	5	31	20	11	-	-	-	1	1	-	10	8	2	-	-	-	1	1	-	1	-	1
2018	마포구	합정동	611	348	263	277	145	132	66	37	29	65	45	20	94	55	39	3	3	-	35	20	15	7	4	3	16	9	7	32	18	14	3	2	1	1	1	-	3	3	-	1	-	1	6	5	1	2	1	1
2018	마포구	망원1동	854	498	356	407	231	176	88	55	33	99	69	30	106	51	55	6	3	3	54	33	21	8	6	2	27	13	14	36	20	16	3	2	1	2	2	-	10	7	3	-	-	-	4	2	2	4	4	-
2018	마포구	망원2동	775	462	313	356	201	155	98	62	36	87	56	31	102	62	40	7	6	1	39	22	17	9	7	2	24	11	13	36	23	13	1	-	1	4	4	-	5	3	2	-	-	-	6	4	2	1	1	-
2018	마포구	연남동	541	286	255	250	111	139	53	29	24	65	37	28	75	43	32	5	4	1	30	18	12	9	9	-	16	9	7	27	20	7	1	-	1	1	1	-	2	1	1	-	-	-	7	4	3	-	-	-
2018	마포구	성산1동	712	420	292	309	170	139	73	44	29	81	47	34	90	58	32	7	5	2	32	16	16	16	16	-	41	21	20	40	26	14	6	4	2	2	2	-	8	5	3	-	-	-	5	4	1	2	2	-
2018	마포구	성산2동	2,027	1,093	934	875	478	397	250	139	111	218	115	103	246	123	123	19	13	6	162	93	69	19	15	4	117	54	63	74	35	39	5	3	2	9	5	4	9	7	2	3	3	-	13	6	7	8	4	4
2018	마포구	상암동	1,188	676	512	513	285	228	147	81	66	127	73	54	139	76	63	4	2	2	91	62	29	27	24	3	33	18	15	71	35	36	6	2	4	6	4	2	13	8	5	1	1	-	8	5	3	2	-	2
2018	마포구	도화동	770	409	361	310	160	150	93	48	45	101	55	46	105	53	52	5	4	1	46	25	21	12	8	4	37	19	18	46	29	17	1	1	-	5	1	4	4	2	2	-	-	-	4	3	1	1	1	-
2018	마포구	서강동	681	374	307	318	186	132	85	39	46	63	30	33	94	46	48	9	7	2	35	21	14	13	10	3	23	9	14	25	18	7	2	1	1	-	-	-	1	-	1	3	2	1	8	5	3	2	-	2
2018	마포구	공덕동	1,500	850	650	704	389	315	144	75	69	181	112	69	194	115	79	15	8	7	105	56	49	16	15	1	53	24	29	56	34	22	1	1	-	8	8	-	4	2	2	2	-	2	11	7	4	6	4	2
2018	마포구	아현동	684	406	278	318	191	127	76	41	35	66	40	26	90	44	46	7	6	1	42	28	14	15	11	4	23	11	12	31	20	11	1	1	-	2	1	1	5	4	1	-	-	-	6	6	-	2	2	-
2018	양천구	소계	17,350	10,122	7,228	8,137	4,721	3,416	1,781	1,046	735	1,717	1,031	686	2,464	1,315	1,149	153	109	44	1,110	690	420	251	213	38	621	326	295	665	390	275	45	32	13	93	61	32	125	82	43	12	6	6	126	71	55	50	29	21
2018	양천구	목1동	668	369	299	312	166	146	79	40	39	76	47	29	79	39	40	8	6	2	42	25	17	18	16	2	15	9	6	20	10	10	2	-	2	3	2	1	7	5	2	-	-	-	6	3	3	1	1	-
2018	양천구	목2동	1,043	632	411	507	300	207	102	59	43	120	78	42	145	80	65	4	4	-	57	41	16	11	8	3	35	22	13	42	26	16	4	3	1	6	3	3	6	4	2	-	-	-	4	4	-	-	-	-
2018	양천구	목3동	866	517	349	402	241	161	75	50	25	73	46	27	136	76	60	11	8	3	57	35	22	8	7	1	48	16	32	30	18	12	2	1	1	5	3	2	6	4	2	1	1	-	9	9	-	3	2	1
2018	양천구	목4동	875	507	368	404	240	164	67	39	28	99	56	43	121	62	59	11	5	6	59	34	25	19	13	6	34	21	13	39	21	18	-	-	-	3	2	1	9	6	3	-	-	-	8	7	1	2	1	1
2018	양천구	신월1동	1,215	733	482	579	360	219	129	82	47	123	65	58	158	78	80	8	6	2	82	54	28	14	12	2	42	30	12	46	25	21	2	1	1	12	10	2	4	3	1	2	-	2	7	5	2	7	2	5
2018	양천구	신월2동	1,039	619	420	505	303	202	109	61	48	101	62	39	144	86	58	10	6	4	76	48	28	10	9	1	38	16	22	30	20	10	3	2	1	1	1	-	5	2	3	-	-	-	6	2	4	1	1	-
2018	양천구	신월3동	948	575	373	462	274	188	91	63	28	94	67	27	112	60	52	10	8	2	60	28	32	6	5	1	48	30	18	38	24	14	1	1	-	5	4	1	9	5	4	-	-	-	9	3	6	3	3	-
2018	양천구	신월4동	906	535	371	470	275	195	95	53	42	67	36	31	125	78	47	6	4	2	54	39	15	12	10	2	21	6	15	38	23	15	3	2	1	1	1	-	7	6	1	2	-	2	5	2	3	-	-	-
2018	양천구	신월5동	736	420	316	357	198	159	67	43	24	77	45	32	98	57	41	6	6	-	43	26	17	12	9	3	30	15	15	22	12	10	2	1	1	6	1	5	6	2	4	1	1	-	7	3	4	2	1	1
2018	양천구	신월6동	254	175	79	129	87	42	24	13	11	17	12	5	35	24	11	1	1	-	21	18	3	5	5	-	4	2	2	11	6	5	1	1	-	1	1	-	3	3	-	-	-	-	1	1	-	1	1	-
2018	양천구	신월7동	1,165	660	505	561	309	252	116	75	41	110	66	44	175	93	82	5	4	1	59	35	24	8	6	2	46	23	23	55	32	23	1	1	-	7	6	1	6	3	3	1	-	1	12	4	8	3	3	-
2018	양천구	신정1동	577	350	227	249	145	104	69	41	28	68	41	27	87	49	38	1	1	-	32	18	14	13	12	1	17	11	6	23	16	7	3	3	-	1	1	-	10	9	1	1	-	1	2	2	-	1	1	-
2018	양천구	신정2동	728	416	312	367	210	157	84	45	39	47	30	17	79	44	35	8	3	5	55	33	22	10	9	1	27	14	13	27	17	10	1	-	1	4	3	1	8	5	3	-	-	-	7	2	5	4	1	3
2018	양천구	신정3동	2,111	1,212	899	945	544	401	239	135	104	210	122	88	298	141	157	19	14	5	146	94	52	39	35	4	77	38	39	81	55	26	5	4	1	13	8	5	14	9	5	2	2	-	12	6	6	11	5	6
2018	양천구	신정6동	470	262	208	196	110	86	63	30	33	54	34	20	53	28	25	5	3	2	38	20	18	12	8	4	15	5	10	19	12	7	5	4	1	2	2	-	3	2	1	-	-	-	5	4	1	-	-	-
2018	양천구	신정7동	1,390	736	654	625	321	304	140	78	62	131	73	58	259	118	141	13	10	3	71	44	27	23	19	4	52	29	23	49	27	22	-	-	-	10	6	4	4	3	1	-	-	-	11	6	5	2	2	-
2018	양천구	목5동	743	404	339	305	169	136	94	51	43	68	39	29	130	57	73	6	4	2	40	23	17	14	13	1	13	9	4	50	25	25	4	2	2	3	3	-	5	4	1	-	-	-	9	5	4	2	-	2
2018	양천구	신정4동	1,616	1,000	616	762	469	293	138	88	50	182	112	70	230	145	85	21	16	5	118	75	43	17	17	-	59	30	29	45	21	24	6	6	-	10	4	6	13	7	6	2	2	-	6	3	3	7	5	2
2018	강서구	소계	28,810	16,680	12,130	12,990	7,529	5,461	3,015	1,791	1,224	2,852	1,704	1,148	3,786	2,024	1,762	231	158	73	1,999	1,169	830	340	289	51	1,611	787	824	1,274	766	508	70	50	20	164	111	53	146	101	45	34	18	16	182	120	62	116	63	53
2018	강서구	염창동	1,070	650	420	494	303	191	114	52	62	113	72	41	151	94	57	5	2	3	71	46	25	28	24	4	20	11	9	46	24	22	1	1	-	5	3	2	11	7	4	1	1	-	9	9	-	1	1	-
2018	강서구	등촌1동	733	405	328	352	198	154	70	37	33	66	38	28	125	71	54	7	5	2	44	18	26	11	8	3	14	7	7	32	18	14	3	2	1	2	1	1	1	1	-	-	-	-	5	1	4	1	-	1
2018	강서구	등촌2동	723	438	285	336	209	127	68	41	27	62	40	22	93	49	44	3	3	-	42	27	15	10	6	4	33	18	15	56	30	26	1	1	-	1	-	1	7	6	1	-	-	-	8	7	1	3	1	2
2018	강서구	등촌3동	3,901	2,171	1,730	1,570	883	687	445	279	166	366	207	159	473	226	247	28	20	8	321	187	134	32	27	5	392	179	213	171	108	63	12	9	3	38	19	19	14	6	8	2	-	2	19	12	7	18	9	9
2018	강서구	화곡본동	1,439	848	591	677	406	271	138	78	60	140	86	54	183	95	88	13	7	6	107	70	37	19	15	4	69	33	36	63	35	28	6	5	1	7	6	1	3	2	1	-	-	-	6	4	2	8	6	2
2018	강서구	화곡2동	780	473	307	378	229	149	66	43	23	93	67	26	116	62	54	3	3	-	45	24	21	14	12	2	18	9	9	34	18	16	2	1	1	1	1	-	1	1	-	2	-	2	4	3	1	3	-	3
2018	강서구	화곡3동	839	490	349	359	199	160	106	64	42	91	55	36	141	77	64	10	7	3	41	26	15	7	5	2	29	20	9	36	25	11	1	-	1	2	2	-	7	5	2	1	1	-	3	1	2	5	3	2
2018	강서구	화곡4동	954	578	376	457	269	188	95	63	32	101	60	41	126	73	53	9	8	1	55	33	22	13	11	2	38	21	17	37	26	11	5	2	3	5	5	-	5	4	1	-	-	-	4	2	2	4	1	3
2018	강서구	화곡6동	978	568	410	414	239	175	87	49	38	109	68	41	125	68	57	9	5	4	128	77	51	11	9	2	37	18	19	36	19	17	2	2	-	3	3	-	3	1	2	1	-	1	10	9	1	3	1	2
2018	강서구	화곡8동	1,075	615	460	493	283	210	113	68	45	110	58	52	158	92	66	13	8	5	62	39	23	12	9	3	42	15	27	39	23	16	3	1	2	6	5	1	6	3	3	4	1	3	9	6	3	5	4	1
2018	강서구	가양1동	818	507	311	387	232	155	98	55	43	87	54	33	95	58	37	2	2	-	50	35	15	21	19	2	19	12	7	44	31	13	2	2	-	3	1	2	5	3	2	-	-	-	5	3	2	-	-	-
2018	강서구	가양2동	2,462	1,425	1,037	1,014	607	407	297	188	109	198	107	91	257	130	127	14	6	8	194	108	86	19	12	7	275	145	130	126	77	49	3	3	-	23	18	5	5	2	3	6	2	4	16	11	5	15	9	6
2018	강서구	가양3동	1,669	874	795	721	388	333	177	108	69	139	72	67	220	94	126	16	7	9	114	64	50	10	9	1	156	75	81	77	38	39	3	3	-	4	2	2	6	1	5	2	2	-	7	3	4	17	8	9
2018	강서구	발산1동	1,468	852	616	722	423	299	154	89	65	143	88	55	193	101	92	8	3	5	93	53	40	22	20	2	36	14	22	57	34	23	2	2	-	9	8	1	11	9	2	1	-	1	12	6	6	5	2	3
2018	강서구	공항동	1,094	653	441	543	318	225	90	57	33	103	66	37	153	91	62	11	8	3	74	39	35	11	11	-	38	18	20	49	29	20	1	-	1	6	4	2	6	6	-	1	1	-	6	4	2	2	1	1
2018	강서구	방화1동	1,787	1,069	718	822	494	328	184	99	85	201	124	77	269	147	122	14	12	2	124	77	47	21	20	1	37	19	18	74	46	28	4	2	2	7	5	2	10	9	1	2	1	1	15	11	4	3	3	-
2018	강서구	방화2동	1,614	961	653	734	432	302	163	99	64	155	99	56	206	113	93	18	12	6	123	71	52	14	13	1	92	47	45	70	47	23	7	5	2	12	10	2	6	4	2	3	1	2	5	4	1	6	4	2
2018	강서구	방화3동	1,999	1,130	869	913	502	411	234	146	88	177	105	72	244	136	108	17	14	3	119	61	58	15	13	2	148	73	75	78	44	34	2	1	1	18	11	7	8	8	-	1	1	-	17	10	7	8	5	3
2018	강서구	화곡1동	2,113	1,240	873	1,031	589	442	191	110	81	253	159	94	276	154	122	19	16	3	100	57	43	22	20	2	77	36	41	84	56	28	6	6	-	9	5	4	15	11	4	6	6	-	17	11	6	7	4	3
2018	강서구	우장산동	1,294	733	561	573	326	247	125	66	59	145	79	66	182	93	89	12	10	2	92	57	35	28	26	2	41	17	24	65	38	27	4	2	2	3	2	1	16	12	4	1	1	-	5	3	2	2	1	1
2018	구로구	소계	17,603	10,533	7,070	8,357	4,944	3,413	1,718	1,039	679	1,914	1,176	738	2,346	1,371	975	138	101	37	1,139	680	459	262	224	38	597	300	297	669	386	283	54	33	21	99	74	25	98	65	33	26	16	10	134	93	41	52	31	21
2018	구로구	신도림동	947	565	382	433	243	190	93	56	37	107	65	42	113	65	48	9	6	3	75	50	25	23	20	3	25	15	10	34	19	15	1	1	-	8	6	2	10	8	2	1	-	1	11	8	3	4	3	1
2018	구로구	구로1동	529	332	197	247	140	107	52	33	19	66	47	19	73	43	30	5	5	-	22	18	4	11	10	1	12	10	2	27	18	9	3	3	-	3	1	2	4	1	3	1	-	1	2	2	-	1	1	-
2018	구로구	구로3동	905	542	363	436	248	188	79	56	23	104	69	35	135	74	61	4	4	-	49	28	21	12	11	1	25	15	10	38	23	15	-	-	-	1	1	-	3	2	1	2	1	1	12	9	3	5	1	4
2018	구로구	구로4동	1,189	681	508	592	347	245	100	51	49	152	89	63	148	79	69	10	8	2	68	39	29	11	11	-	35	16	19	39	20	19	5	2	3	9	6	3	4	4	-	3	1	2	12	7	5	1	1	-
2018	구로구	구로5동	1,104	667	437	547	327	220	116	72	44	127	78	49	128	78	50	5	5	-	62	35	27	16	14	2	28	13	15	42	24	18	9	5	4	3	3	-	12	7	5	-	-	-	8	6	2	1	-	1
2018	구로구	고척1동	1,116	681	435	548	327	221	111	63	48	109	67	42	153	91	62	11	9	2	74	47	27	14	13	1	29	14	15	37	27	10	2	1	1	5	5	-	7	6	1	2	1	1	8	5	3	6	5	1
2018	구로구	고척2동	1,300	767	533	630	373	257	123	75	48	144	91	53	160	91	69	5	3	2	90	55	35	18	15	3	46	19	27	51	22	29	6	4	2	8	6	2	6	4	2	3	3	-	5	4	1	5	2	3
2018	구로구	개봉2동	1,436	878	558	664	397	267	135	93	42	146	84	62	219	132	87	13	9	4	94	57	37	23	21	2	52	27	25	53	31	22	9	4	5	4	3	1	9	6	3	2	2	-	11	10	1	2	2	-
2018	구로구	개봉3동	979	597	382	484	302	182	85	49	36	107	66	41	143	91	52	6	4	2	51	29	22	16	14	2	34	17	17	30	13	17	3	1	2	3	2	1	5	4	1	1	-	1	8	4	4	3	1	2
2018	구로구	오류1동	1,075	637	438	507	296	211	109	67	42	125	82	43	150	92	58	14	9	5	58	31	27	9	9	-	52	22	30	37	20	17	-	-	-	3	3	-	3	3	-	1	1	-	5	1	4	2	1	1
2018	구로구	오류2동	2,120	1,223	897	941	540	401	235	137	98	215	127	88	292	164	128	17	12	5	145	79	66	48	36	12	85	42	43	93	57	36	5	4	1	11	4	7	11	7	4	3	3	-	16	9	7	3	2	1
2018	구로구	수궁동	1,241	747	494	574	339	235	129	76	53	111	68	43	147	86	61	13	8	5	107	69	38	27	22	5	35	22	13	59	31	28	5	4	1	9	7	2	8	3	5	1	-	1	10	8	2	6	4	2
2018	구로구	가리봉동	583	367	216	266	177	89	53	35	18	77	48	29	91	51	40	5	4	1	30	18	12	1	1	-	25	10	15	21	13	8	1	1	-	7	5	2	-	-	-	-	-	-	4	3	1	2	1	1
2018	구로구	구로2동	1,453	866	587	704	423	281	119	75	44	160	104	56	197	108	89	13	8	5	96	54	42	12	11	1	58	26	32	47	25	22	4	2	2	14	12	2	9	4	5	2	1	1	14	11	3	4	2	2
2018	구로구	개봉1동	1,626	983	643	784	465	319	179	101	78	164	91	73	197	126	71	8	7	1	118	71	47	21	16	5	56	32	24	61	43	18	1	1	-	11	10	1	7	6	1	4	3	1	8	6	2	7	5	2
2018	금천구	소계	11,197	6,787	4,410	5,349	3,258	2,091	1,093	652	441	1,190	743	447	1,501	875	626	93	73	20	740	462	278	107	97	10	411	200	211	438	258	180	45	25	20	56	47	9	46	30	16	15	7	8	74	37	37	39	23	16
2018	금천구	가산동	732	477	255	372	234	138	66	45	21	67	46	21	102	68	34	5	4	1	42	29	13	2	2	-	29	16	13	29	21	8	4	-	4	5	5	-	2	-	2	-	-	-	6	6	-	1	1	-
2018	금천구	독산1동	1,926	1,148	778	860	523	337	214	122	92	207	125	82	241	141	100	14	14	-	126	74	52	16	14	2	106	50	56	82	47	35	15	9	6	17	14	3	7	5	2	3	2	1	11	4	7	7	4	3
2018	금천구	독산2동	958	598	360	463	295	168	82	51	31	94	56	38	132	78	54	7	6	1	82	58	24	7	7	-	40	17	23	32	22	10	4	2	2	2	1	1	3	1	2	2	1	1	4	1	3	4	2	2
2018	금천구	독산3동	1,205	743	462	603	371	232	106	66	40	135	92	43	156	94	62	12	9	3	68	42	26	13	10	3	33	16	17	52	29	23	5	3	2	1	1	-	6	5	1	3	1	2	9	3	6	3	1	2
2018	금천구	독산4동	796	505	291	381	249	132	58	39	19	93	65	28	102	62	40	10	6	4	64	38	26	13	12	1	27	9	18	35	19	16	-	-	-	3	2	1	2	1	1	-	-	-	5	1	4	3	2	1
2018	금천구	시흥1동	1,665	1,009	656	836	511	325	179	100	79	174	109	65	212	112	100	19	16	3	96	60	36	17	17	-	43	24	19	54	36	18	4	3	1	6	6	-	5	4	1	3	-	3	15	10	5	2	1	1
2018	금천구	시흥2동	1,127	666	461	526	302	224	128	75	53	112	72	40	164	99	65	8	5	3	62	38	24	16	13	3	29	18	11	51	25	26	6	4	2	9	6	3	9	7	2	1	1	-	4	1	3	2	-	2
2018	금천구	시흥3동	541	319	222	247	142	105	53	32	21	48	29	19	78	52	26	6	4	2	36	24	12	6	5	1	23	6	17	26	15	11	2	1	1	4	4	-	-	-	-	1	-	1	4	1	3	7	4	3
2018	금천구	시흥4동	1,065	647	418	488	288	200	108	70	38	125	76	49	165	93	72	3	1	2	78	46	32	11	11	-	30	18	12	34	25	9	5	3	2	3	3	-	4	3	1	2	2	-	7	6	1	2	2	-
2018	금천구	시흥5동	1,182	675	507	573	343	230	99	52	47	135	73	62	149	76	73	9	8	1	86	53	33	6	6	-	51	26	25	43	19	24	-	-	-	6	5	1	8	4	4	-	-	-	9	4	5	8	6	2
2018	영등포구	소계	14,405	8,588	5,817	6,707	3,890	2,817	1,495	928	567	1,583	974	609	2,078	1,187	891	120	87	33	840	526	314	174	148	26	443	241	202	632	390	242	29	17	12	62	46	16	78	55	23	17	12	5	114	69	45	33	18	15
2018	영등포구	여의동	768	454	314	318	162	156	99	62	37	90	52	38	97	58	39	5	4	1	42	32	10	26	20	6	17	13	4	46	30	16	1	-	1	4	4	-	11	9	2	1	-	1	10	7	3	1	1	-
2018	영등포구	당산1동	805	477	328	382	221	161	81	42	39	98	59	39	117	70	47	7	2	5	37	28	9	12	10	2	24	15	9	28	17	11	3	3	-	5	4	1	1	1	-	2	2	-	6	3	3	2	-	2
2018	영등포구	당산2동	929	538	391	435	243	192	98	50	48	119	74	45	134	85	49	12	10	2	38	23	15	11	9	2	27	13	14	31	18	13	4	2	2	1	-	1	10	4	6	1	1	-	7	5	2	1	1	-
2018	영등포구	양평1동	734	422	312	374	219	155	70	44	26	78	44	34	98	50	48	7	7	-	41	21	20	6	4	2	17	9	8	28	13	15	1	1	-	3	-	3	2	2	-	-	-	-	7	6	1	2	2	-
2018	영등포구	양평2동	636	385	251	315	182	133	70	41	29	60	35	25	75	45	30	7	5	2	37	29	8	9	9	-	15	9	6	32	18	14	1	-	1	4	3	1	6	5	1	1	1	-	4	3	1	-	-	-
2018	영등포구	신길1동	816	463	353	383	200	183	72	52	20	94	59	35	137	77	60	7	5	2	39	21	18	8	8	-	29	11	18	34	23	11	-	-	-	2	2	-	4	1	3	-	-	-	7	4	3	-	-	-
2018	영등포구	신길3동	797	471	326	352	207	145	98	60	38	95	57	38	103	63	40	6	4	2	56	32	24	7	7	-	33	15	18	30	14	16	1	1	-	1	1	-	2	2	-	1	1	-	8	6	2	4	1	3
2018	영등포구	신길4동	533	293	240	251	133	118	54	33	21	52	29	23	81	41	40	-	-	-	38	20	18	1	1	-	16	10	6	23	17	6	1	1	-	5	3	2	3	3	-	1	1	-	6	1	5	1	-	1
2018	영등포구	신길5동	554	316	238	250	134	116	66	37	29	53	32	21	90	53	37	3	3	-	39	26	13	5	4	1	20	10	10	17	10	7	-	-	-	3	2	1	2	1	1	-	-	-	3	2	1	3	2	1
2018	영등포구	신길6동	782	430	352	345	187	158	95	53	42	80	42	38	98	54	44	5	3	2	61	38	23	17	15	2	25	11	14	39	18	21	1	-	1	4	2	2	5	3	2	1	1	-	6	3	3	-	-	-
2018	영등포구	신길7동	492	277	215	216	117	99	46	27	19	63	37	26	68	39	29	7	2	5	35	17	18	10	9	1	15	5	10	16	14	2	1	1	-	5	4	1	3	1	2	1	1	-	5	3	2	1	-	1
2018	영등포구	대림1동	760	456	304	336	202	134	76	41	35	83	49	34	132	76	56	6	6	-	41	30	11	4	4	-	29	14	15	41	29	12	-	-	-	1	1	-	-	-	-	-	-	-	6	2	4	5	2	3
2018	영등포구	대림2동	709	432	277	349	220	129	60	36	24	60	34	26	122	70	52	7	6	1	45	24	21	7	6	1	17	8	9	35	23	12	1	1	-	-	-	-	2	2	-	-	-	-	2	1	1	2	1	1
2018	영등포구	대림3동	1,132	683	449	552	325	227	111	78	33	114	76	38	173	86	87	12	8	4	65	37	28	11	10	1	28	16	12	45	34	11	2	1	1	5	3	2	5	5	-	3	1	2	5	2	3	1	1	-
2018	영등포구	영등포본동	1,058	653	405	470	291	179	108	77	31	131	80	51	151	90	61	7	5	2	59	37	22	12	8	4	30	13	17	55	30	25	5	1	4	4	3	1	5	3	2	4	2	2	13	9	4	4	4	-
2018	영등포구	영등포동	1,068	743	325	482	326	156	110	75	35	109	87	22	152	96	56	10	10	-	73	54	19	6	3	3	54	39	15	47	33	14	1	1	-	8	8	-	7	5	2	-	-	-	5	4	1	4	2	2
2018	영등포구	도림동	908	530	378	435	256	179	76	42	34	111	67	44	130	69	61	7	4	3	52	30	22	9	9	-	25	17	8	44	23	21	3	1	2	4	3	1	1	1	-	1	1	-	9	6	3	1	1	-
2018	영등포구	문래동	923	565	358	461	265	196	105	78	27	93	61	32	120	65	55	5	3	2	42	27	15	13	12	1	22	13	9	41	26	15	3	3	-	3	3	-	9	7	2	-	-	-	5	2	3	1	-	1
2018	영등포구	기타	1	-	1	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2018	동작구	소계	14,691	8,441	6,250	6,601	3,654	2,947	1,588	914	674	1,605	989	616	2,098	1,172	926	149	107	42	887	545	342	216	183	33	517	258	259	648	359	289	46	29	17	67	53	14	105	78	27	10	7	3	108	71	37	46	22	24
2018	동작구	노량진2동	666	375	291	289	152	137	74	45	29	82	47	35	91	51	40	5	4	1	55	32	23	2	2	-	29	16	13	30	20	10	-	-	-	2	2	-	2	1	1	-	-	-	1	-	1	4	3	1
2018	동작구	상도1동	1,556	888	668	664	378	286	170	101	69	209	125	84	227	121	106	16	12	4	83	45	38	24	21	3	47	20	27	68	34	34	6	5	1	6	6	-	14	11	3	1	1	-	14	6	8	7	2	5
2018	동작구	상도2동	951	539	412	422	241	181	102	53	49	98	61	37	141	77	64	13	7	6	62	35	27	14	10	4	39	18	21	33	18	15	4	3	1	8	6	2	10	7	3	1	1	-	3	2	1	1	-	1
2018	동작구	상도3동	1,138	661	477	536	302	234	127	68	59	112	78	34	154	86	68	12	11	1	74	43	31	15	13	2	41	20	21	45	25	20	6	3	3	1	-	1	7	6	1	1	1	-	7	5	2	-	-	-
2018	동작구	상도4동	1,306	779	527	566	316	250	123	76	47	146	90	56	242	156	86	13	7	6	81	57	24	25	22	3	43	15	28	45	24	21	2	1	1	4	3	1	8	6	2	-	-	-	5	5	-	3	1	2
2018	동작구	사당1동	797	475	322	349	197	152	77	49	28	92	54	38	102	62	40	10	8	2	43	26	17	14	11	3	36	19	17	37	20	17	5	3	2	7	6	1	8	7	1	2	1	1	10	8	2	5	4	1
2018	동작구	사당3동	815	480	335	378	206	172	90	64	26	68	45	23	121	71	50	10	8	2	45	26	19	19	17	2	24	11	13	34	16	18	2	2	-	6	4	2	8	3	5	2	1	1	6	5	1	2	1	1
2018	동작구	사당4동	560	315	245	258	144	114	56	30	26	76	42	34	74	39	35	1	1	-	31	19	12	7	5	2	14	8	6	29	17	12	3	2	1	3	3	-	3	2	1	-	-	-	3	2	1	2	1	1
2018	동작구	사당5동	503	291	212	218	123	95	64	33	31	63	42	21	56	31	25	4	4	-	21	10	11	15	13	2	21	10	11	26	14	12	1	-	1	2	2	-	6	5	1	-	-	-	6	4	2	-	-	-
2018	동작구	대방동	1,605	911	694	732	410	322	175	96	79	159	98	61	208	106	102	14	9	5	125	74	51	13	11	2	64	34	30	76	48	28	5	3	2	7	5	2	5	4	1	-	-	-	13	8	5	9	5	4
